,object_7925,900,10,15,False
,object_8733,400,80,70,False
,object_6991,300,60,20,False
,object_7756,600,50,10,False
,object_2283,400,50,59,False
,object_6555,700,0,51,False
,object_1948,600,30,75,False
,object_3457,600,50,65,False
,object_8205,0,90,30,False
,object_9673,400,90,88,False
,object_8331,600,80,17,False
,object_9352,500,70,86,False
,object_4665,900,0,10,False
,object_3108,900,80,71,False
,object_7444,100,50,49,False
,object_5282,800,30,14,False
,object_3876,300,10,48,False
,object_2314,200,0,31,False
,object_2178,200,60,27,False
,object_1209,900,60,83,False
,object_1375,200,30,93,False
,object_4333,400,60,18,False
,object_8883,100,80,60,False
,object_3200,900,10,73,False
,object_1711,600,50,93,False
,object_7491,700,40,92,False
,object_5344,800,30,10,False
,object_3913,500,90,63,False
,object_8374,200,90,29,False
,object_3616,800,10,19,False
,object_1943,700,50,30,False
,object_9482,800,30,60,False
,object_3170,100,30,98,False
,object_4038,200,40,45,False
,object_7097,700,70,1,False
,object_3328,300,30,56,False
,object_3922,700,10,5,False
,object_8172,600,20,72,False
,object_3590,500,40,25,False
,object_4314,700,60,9,False
,object_8776,400,90,67,False
,object_6479,300,70,47,False
,object_2689,500,90,93,False
,object_5769,400,30,56,False
,object_5425,400,0,6,False
,object_9065,200,60,24,False
,object_9628,900,90,81,False
,object_8018,100,80,1,False
,object_6100,300,10,79,False
,object_8183,0,70,64,False
,object_9200,900,20,34,False
,object_2071,200,50,30,False
,object_2995,200,70,92,False
,object_7884,900,80,54,False
,object_6116,0,30,2,False
,object_1392,800,70,0,False
,object_8692,400,50,24,False
,object_6775,900,30,98,False
,object_3664,300,0,27,False
,object_7510,0,70,34,False
,object_8624,700,90,47,False
,object_9059,100,70,49,False
,object_3915,200,70,71,False
,object_7903,400,40,20,False
,object_3368,400,80,50,False
,object_8121,800,10,71,False
,object_7954,500,40,21,False
,object_4852,900,50,82,False
,object_7768,700,0,56,False
,object_6493,800,70,93,False
,object_2385,800,20,43,False
,object_6830,500,20,52,False
,object_8175,700,10,48,False
,object_5590,0,80,51,False
,object_9401,600,30,93,False
,object_7031,300,70,95,False
,object_6035,0,30,53,False
,object_4599,500,70,88,False
,object_1426,600,80,39,False
,object_1244,400,70,59,False
,object_5584,500,50,41,False
,object_3291,100,30,6,False
,object_5879,900,20,59,False
,object_6905,300,70,27,False
,object_7325,0,20,35,False
,object_9783,100,80,75,False
,object_5759,400,20,82,False
,object_9472,0,90,31,False
,object_3332,400,60,7,False
,object_8810,500,10,13,False
,object_2524,200,90,30,False
,object_3069,300,20,16,False
,object_7678,0,10,8,False
,object_6361,500,0,11,False
,object_8964,400,10,80,False
,object_3381,600,20,27,False
,object_1406,900,80,33,False
,object_4244,300,10,58,False
,object_4808,100,0,9,False
,object_9271,400,90,35,False
,object_4304,100,30,98,False
,object_7767,0,0,48,False
,object_4582,500,70,58,False
,object_2957,700,50,60,False
,object_3189,400,20,97,False
,object_4899,200,0,31,False
,object_2425,700,30,94,False
,object_6740,400,50,74,False
,object_4375,200,90,21,False
,object_6531,900,50,59,False
,object_1311,700,90,77,False
,object_3233,500,40,30,False
,object_7482,200,20,30,False
,object_5733,600,10,14,False
,object_4378,700,80,86,False
,object_2451,300,80,91,False
,object_5389,500,40,10,False
,object_7123,800,0,72,False
,object_5514,900,40,24,False
,object_4545,800,20,8,False
,object_5399,600,90,21,False
,object_5378,500,70,50,False
,object_7942,700,60,18,False
,object_1568,100,0,57,False
,object_1998,200,20,43,False
,object_5996,700,0,74,False
,object_7922,0,30,70,False
,object_8540,600,0,53,False
,object_5964,0,10,38,False
,object_2295,200,90,47,False
,object_3139,400,90,35,False
,object_7744,600,50,31,False
,object_8103,500,80,26,False
,object_4943,900,20,91,False
,object_9346,500,0,60,False
,object_4501,300,80,26,False
,object_2528,600,90,69,False
,object_2798,700,80,9,False
,object_9831,900,40,41,False
,object_1714,200,70,21,False
,object_3774,900,0,78,False
,object_5105,700,50,61,False
,object_9179,200,70,29,False
,object_4961,600,50,58,False
,object_4064,0,30,37,False
,object_8936,200,0,73,False
,object_3045,700,60,71,False
,object_1703,500,0,80,False
,object_3013,200,50,96,False
,object_9311,100,20,10,False
,object_8950,700,90,92,False
,object_1844,100,60,85,False
,object_1250,0,10,28,False
,object_1305,100,50,76,False
,object_9712,300,90,80,False
,object_5622,200,50,27,False
,object_8749,800,30,74,False
,object_8110,300,10,53,False
,object_3736,300,0,88,False
,object_1963,0,30,93,False
,object_3182,0,10,54,False
,object_4350,400,20,27,False
,object_2970,900,40,18,False
,object_5216,300,0,52,False
,object_2924,400,30,72,False
,object_7296,600,90,96,False
,object_9516,900,40,34,False
,object_1348,800,60,41,False
,object_6192,700,30,34,False
,object_1031,700,60,72,False
,object_9427,900,30,4,False
,object_8039,800,40,78,False
,object_9988,100,10,57,False
,object_6011,300,30,65,False
,object_6732,200,50,19,False
,object_8657,100,70,9,False
,object_7659,700,40,5,False
,object_2971,400,40,84,False
,object_7565,900,50,4,False
,object_7854,800,10,8,False
,object_8612,500,80,27,False
,object_2603,800,80,33,False
,object_9025,100,60,85,False
,object_5082,700,80,8,False
,object_9153,600,60,63,False
,object_9691,600,90,45,False
,object_8917,200,70,0,False
,object_2587,600,0,57,False
,object_9940,600,30,26,False
,object_3301,500,0,45,False
,object_6873,600,40,85,False
,object_7541,200,90,38,False
,object_4468,400,10,94,False
,object_4228,100,50,67,False
,object_3114,500,50,84,False
,object_6048,0,90,63,False
,object_9602,500,40,22,False
,object_2436,100,60,54,False
,object_4728,900,50,36,False
,object_7979,600,10,37,False
,object_3580,300,70,5,False
,object_4504,400,90,45,False
,object_2454,800,90,12,False
,object_5938,500,70,5,False
,object_3456,600,80,49,False
,object_7977,700,20,67,False
,object_4287,700,30,18,False
,object_7508,500,30,36,False
,object_2853,700,10,55,False
,object_9570,700,90,91,False
,object_9430,300,70,35,False
,object_6660,700,70,49,False
,object_8799,800,90,22,False
,object_3227,200,30,2,False
,object_2809,0,60,55,False
,object_5029,800,20,88,False
,object_9641,300,10,77,False
,object_1119,500,30,9,False
,object_3192,700,60,36,False
,object_2461,800,40,13,False
,object_8135,100,10,71,False
,object_4601,700,90,7,False
,object_8388,900,0,11,False
,object_9174,300,70,79,False
,object_9829,600,20,57,False
,object_7109,500,90,16,False
,object_4485,200,30,19,False
,object_2429,900,10,51,False
,object_9841,500,20,10,False
,object_8578,300,50,87,False
,object_2134,200,90,17,False
,object_3307,100,50,5,False
,object_1881,900,80,66,False
,object_6851,900,0,14,False
,object_7863,300,40,95,False
,object_1613,800,80,86,False
list_1171,object_1930,300,50,63,True
list_1171,object_7974,600,60,70,True
list_1171,object_1429,200,50,94,True
list_1171,object_3172,300,40,40,True
list_1171,object_9092,0,90,65,True
list_1171,object_8981,500,30,91,True
list_1171,object_6813,500,10,62,True
list_1171,object_2000,500,60,42,True
list_1171,object_7568,100,60,27,True
list_1171,object_1058,900,40,98,True
list_1171,object_6258,300,0,16,True
list_1171,object_8115,900,60,81,True
list_1171,object_9733,100,80,45,True
list_1171,object_4490,600,10,36,True
list_1171,object_4765,400,30,28,True
list_1171,object_4593,300,60,60,True
list_1171,object_2248,100,20,29,True
list_1171,object_8664,700,60,46,True
list_1171,object_6516,900,40,4,True
list_1171,object_3967,800,0,6,True
list_1171,object_4864,100,80,13,True
list_1171,object_1866,200,50,95,True
list_1250,object_4864,100,80,13,True
list_1250,object_7568,100,60,27,True
list_1250,object_4490,600,10,36,True
list_1250,object_1930,300,50,63,True
list_1250,object_6813,500,10,62,True
list_1250,object_9733,100,80,45,True
list_1250,object_6258,300,0,16,True
list_1250,object_8981,500,30,91,True
list_1250,object_3660,500,30,31,True
list_1250,object_1058,900,40,98,True
list_1250,object_3172,300,40,40,True
list_1250,object_6516,900,40,4,True
list_1250,object_9092,0,90,65,True
list_1250,object_2000,500,60,42,True
list_1250,object_7974,600,60,70,True
list_1250,object_8115,900,60,81,True
list_1250,object_2248,100,20,29,True
list_1250,object_7721,600,80,78,True
list_1250,object_1429,200,50,94,True
list_1250,object_5107,800,10,57,True
list_1250,object_7435,500,30,32,True
list_1250,object_4593,300,60,60,True
list_1250,object_1866,200,50,95,True
list_1250,object_4720,900,0,83,True
list_1250,object_4765,400,30,28,True
list_1250,object_5100,300,10,73,True
list_1250,object_3967,800,0,6,True
list_1250,object_8425,0,10,62,True
list_1250,object_3250,700,80,98,True
list_1250,object_8202,700,70,70,True
list_1250,object_5766,0,30,16,True
list_1250,object_8664,700,60,46,True
list_1254,object_1866,200,50,95,True
list_1254,object_4864,100,80,13,True
list_1254,object_6516,900,40,4,True
list_1254,object_3172,300,40,40,True
list_1254,object_8981,500,30,91,True
list_1254,object_4593,300,60,60,True
list_1254,object_7974,600,60,70,True
list_1254,object_2000,500,60,42,True
list_1254,object_8664,700,60,46,True
list_1254,object_9092,0,90,65,True
list_1254,object_1429,200,50,94,True
list_1254,object_1930,300,50,63,True
list_1254,object_7568,100,60,27,True
list_1254,object_2248,100,20,29,True
list_1254,object_6258,300,0,16,True
list_1254,object_6813,500,10,62,True
list_1254,object_9733,100,80,45,True
list_1254,object_8115,900,60,81,True
list_1254,object_1058,900,40,98,True
list_1254,object_4765,400,30,28,True
list_1254,object_4490,600,10,36,True
list_1254,object_3967,800,0,6,True
list_1276,object_1429,200,50,94,True
list_1276,object_8115,900,60,81,True
list_1276,object_4765,400,30,28,True
list_1276,object_2000,500,60,42,True
list_1276,object_8981,500,30,91,True
list_1276,object_3967,800,0,6,True
list_1276,object_7568,100,60,27,True
list_1276,object_2248,100,20,29,True
list_1276,object_7974,600,60,70,True
list_1276,object_1866,200,50,95,True
list_1276,object_4864,100,80,13,True
list_1276,object_6516,900,40,4,True
list_1276,object_9092,0,90,65,True
list_1276,object_8664,700,60,46,True
list_1276,object_4593,300,60,60,True
list_1276,object_1058,900,40,98,True
list_1276,object_6258,300,0,16,True
list_1276,object_6813,500,10,62,True
list_1276,object_3172,300,40,40,True
list_1324,object_3967,800,0,6,True
list_1324,object_5107,800,10,57,True
list_1324,object_8425,0,10,62,True
list_1324,object_4720,900,0,83,True
list_1324,object_7568,100,60,27,True
list_1324,object_3660,500,30,31,True
list_1324,object_7721,600,80,78,True
list_1324,object_7974,600,60,70,True
list_1324,object_4490,600,10,36,True
list_1324,object_8981,500,30,91,True
list_1324,object_1930,300,50,63,True
list_1324,object_9733,100,80,45,True
list_1324,object_6258,300,0,16,True
list_1324,object_2000,500,60,42,True
list_1324,object_1058,900,40,98,True
list_1324,object_9092,0,90,65,True
list_1324,object_1429,200,50,94,True
list_1324,object_7435,500,30,32,True
list_1324,object_8115,900,60,81,True
list_1324,object_6813,500,10,62,True
list_1324,object_8664,700,60,46,True
list_1324,object_3172,300,40,40,True
list_1324,object_6516,900,40,4,True
list_1324,object_4593,300,60,60,True
list_1324,object_4864,100,80,13,True
list_1324,object_2248,100,20,29,True
list_1324,object_4765,400,30,28,True
list_1324,object_1866,200,50,95,True
list_1336,object_7974,600,60,70,True
list_1336,object_2000,500,60,42,True
list_1336,object_6258,300,0,16,True
list_1336,object_8981,500,30,91,True
list_1336,object_8115,900,60,81,True
list_1336,object_1866,200,50,95,True
list_1336,object_9092,0,90,65,True
list_1336,object_4593,300,60,60,True
list_1336,object_4864,100,80,13,True
list_1336,object_8664,700,60,46,True
list_1336,object_3967,800,0,6,True
list_1336,object_6516,900,40,4,True
list_1336,object_2248,100,20,29,True
list_1336,object_9733,100,80,45,True
list_1336,object_1429,200,50,94,True
list_1336,object_6813,500,10,62,True
list_1336,object_7568,100,60,27,True
list_1336,object_1058,900,40,98,True
list_1336,object_3172,300,40,40,True
list_1336,object_4765,400,30,28,True
list_1558,object_3967,800,0,6,True
list_1558,object_4864,100,80,13,True
list_1558,object_3172,300,40,40,True
list_1558,object_1058,900,40,98,True
list_1558,object_8425,0,10,62,True
list_1558,object_6813,500,10,62,True
list_1558,object_3660,500,30,31,True
list_1558,object_1930,300,50,63,True
list_1558,object_7721,600,80,78,True
list_1558,object_8115,900,60,81,True
list_1558,object_8981,500,30,91,True
list_1558,object_6258,300,0,16,True
list_1558,object_8664,700,60,46,True
list_1558,object_6516,900,40,4,True
list_1558,object_9733,100,80,45,True
list_1558,object_1866,200,50,95,True
list_1558,object_4593,300,60,60,True
list_1558,object_2248,100,20,29,True
list_1558,object_2000,500,60,42,True
list_1558,object_7974,600,60,70,True
list_1558,object_4765,400,30,28,True
list_1558,object_4720,900,0,83,True
list_1558,object_9092,0,90,65,True
list_1558,object_7435,500,30,32,True
list_1558,object_1429,200,50,94,True
list_1558,object_7568,100,60,27,True
list_1558,object_4490,600,10,36,True
list_1838,object_9092,0,90,65,True
list_1838,object_8115,900,60,81,True
list_1838,object_4864,100,80,13,True
list_1838,object_6516,900,40,4,True
list_1838,object_1866,200,50,95,True
list_1838,object_6813,500,10,62,True
list_1838,object_6258,300,0,16,True
list_1838,object_8664,700,60,46,True
list_1838,object_4490,600,10,36,True
list_1838,object_9733,100,80,45,True
list_1838,object_7568,100,60,27,True
list_1838,object_3172,300,40,40,True
list_1838,object_8981,500,30,91,True
list_1838,object_7435,500,30,32,True
list_1838,object_2000,500,60,42,True
list_1838,object_1429,200,50,94,True
list_1838,object_2248,100,20,29,True
list_1838,object_1058,900,40,98,True
list_1838,object_7721,600,80,78,True
list_1838,object_3660,500,30,31,True
list_1838,object_3967,800,0,6,True
list_1838,object_7974,600,60,70,True
list_1838,object_1930,300,50,63,True
list_1838,object_4593,300,60,60,True
list_1838,object_4765,400,30,28,True
list_1934,object_6813,500,10,62,True
list_1934,object_6258,300,0,16,True
list_1934,object_7435,500,30,32,True
list_1934,object_2254,100,80,21,True
list_1934,object_4878,500,80,34,True
list_1934,object_8981,500,30,91,True
list_1934,object_1866,200,50,95,True
list_1934,object_4864,100,80,13,True
list_1934,object_7568,100,60,27,True
list_1934,object_4572,500,50,20,True
list_1934,object_9950,200,10,89,True
list_1934,object_7974,600,60,70,True
list_1934,object_8486,200,10,13,True
list_1934,object_5018,300,20,39,True
list_1934,object_2822,100,0,0,True
list_1934,object_5107,800,10,57,True
list_1934,object_5784,200,10,68,True
list_1934,object_4211,800,30,13,True
list_1934,object_8115,900,60,81,True
list_1934,object_7939,100,90,50,True
list_1934,object_8334,600,90,49,True
list_1934,object_5766,0,30,16,True
list_1934,object_2000,500,60,42,True
list_1934,object_8202,700,70,70,True
list_1934,object_3172,300,40,40,True
list_1934,object_1058,900,40,98,True
list_1934,object_4593,300,60,60,True
list_1934,object_2248,100,20,29,True
list_1934,object_1429,200,50,94,True
list_1934,object_3250,700,80,98,True
list_1934,object_7721,600,80,78,True
list_1934,object_8664,700,60,46,True
list_1934,object_1818,700,70,4,True
list_1934,object_3660,500,30,31,True
list_1934,object_5100,300,10,73,True
list_1934,object_1930,300,50,63,True
list_1934,object_3967,800,0,6,True
list_1934,object_6516,900,40,4,True
list_1934,object_8091,600,10,74,True
list_1934,object_8425,0,10,62,True
list_1934,object_9733,100,80,45,True
list_1934,object_4720,900,0,83,True
list_1934,object_1204,100,0,8,True
list_1934,object_1986,500,20,41,True
list_1934,object_9092,0,90,65,True
list_1934,object_4765,400,30,28,True
list_1934,object_4490,600,10,36,True
list_1934,object_3202,400,90,39,True
list_1934,object_8615,500,20,27,True
list_1935,object_2000,500,60,42,True
list_1935,object_7435,500,30,32,True
list_1935,object_1866,200,50,95,True
list_1935,object_8664,700,60,46,True
list_1935,object_1429,200,50,94,True
list_1935,object_4720,900,0,83,True
list_1935,object_1930,300,50,63,True
list_1935,object_9733,100,80,45,True
list_1935,object_3172,300,40,40,True
list_1935,object_8981,500,30,91,True
list_1935,object_6258,300,0,16,True
list_1935,object_4490,600,10,36,True
list_1935,object_9092,0,90,65,True
list_1935,object_3967,800,0,6,True
list_1935,object_7939,100,90,50,True
list_1935,object_8425,0,10,62,True
list_1935,object_6516,900,40,4,True
list_1935,object_8202,700,70,70,True
list_1935,object_3202,400,90,39,True
list_1935,object_3660,500,30,31,True
list_1935,object_6813,500,10,62,True
list_1935,object_5766,0,30,16,True
list_1935,object_7721,600,80,78,True
list_1935,object_1058,900,40,98,True
list_1935,object_7974,600,60,70,True
list_1935,object_2248,100,20,29,True
list_1935,object_8115,900,60,81,True
list_1935,object_3250,700,80,98,True
list_1935,object_7568,100,60,27,True
list_1935,object_4765,400,30,28,True
list_1935,object_4864,100,80,13,True
list_1935,object_4593,300,60,60,True
list_1935,object_5107,800,10,57,True
list_1935,object_5100,300,10,73,True
list_2080,object_2000,500,60,42,True
list_2080,object_8202,700,70,70,True
list_2080,object_1429,200,50,94,True
list_2080,object_7721,600,80,78,True
list_2080,object_5766,0,30,16,True
list_2080,object_3660,500,30,31,True
list_2080,object_1930,300,50,63,True
list_2080,object_5107,800,10,57,True
list_2080,object_6258,300,0,16,True
list_2080,object_8115,900,60,81,True
list_2080,object_8664,700,60,46,True
list_2080,object_6813,500,10,62,True
list_2080,object_4720,900,0,83,True
list_2080,object_4593,300,60,60,True
list_2080,object_3250,700,80,98,True
list_2080,object_8486,200,10,13,True
list_2080,object_1058,900,40,98,True
list_2080,object_7974,600,60,70,True
list_2080,object_8981,500,30,91,True
list_2080,object_7435,500,30,32,True
list_2080,object_4765,400,30,28,True
list_2080,object_4211,800,30,13,True
list_2080,object_5018,300,20,39,True
list_2080,object_8425,0,10,62,True
list_2080,object_2822,100,0,0,True
list_2080,object_4490,600,10,36,True
list_2080,object_4878,500,80,34,True
list_2080,object_3967,800,0,6,True
list_2080,object_7568,100,60,27,True
list_2080,object_4864,100,80,13,True
list_2080,object_3202,400,90,39,True
list_2080,object_7939,100,90,50,True
list_2080,object_2248,100,20,29,True
list_2080,object_9733,100,80,45,True
list_2080,object_5100,300,10,73,True
list_2080,object_6516,900,40,4,True
list_2080,object_1866,200,50,95,True
list_2080,object_3172,300,40,40,True
list_2080,object_9092,0,90,65,True
list_2201,object_9092,0,90,65,True
list_2201,object_9733,100,80,45,True
list_2201,object_1429,200,50,94,True
list_2201,object_6258,300,0,16,True
list_2201,object_1058,900,40,98,True
list_2201,object_8664,700,60,46,True
list_2201,object_7974,600,60,70,True
list_2201,object_4490,600,10,36,True
list_2201,object_1930,300,50,63,True
list_2201,object_8115,900,60,81,True
list_2201,object_8981,500,30,91,True
list_2201,object_6516,900,40,4,True
list_2201,object_4593,300,60,60,True
list_2201,object_3172,300,40,40,True
list_2201,object_4864,100,80,13,True
list_2201,object_6813,500,10,62,True
list_2201,object_2248,100,20,29,True
list_2201,object_2000,500,60,42,True
list_2201,object_7568,100,60,27,True
list_2201,object_4765,400,30,28,True
list_2201,object_1866,200,50,95,True
list_2201,object_3967,800,0,6,True
list_2216,object_4490,600,10,36,True
list_2216,object_1930,300,50,63,True
list_2216,object_3967,800,0,6,True
list_2216,object_9733,100,80,45,True
list_2216,object_5018,300,20,39,True
list_2216,object_7939,100,90,50,True
list_2216,object_8981,500,30,91,True
list_2216,object_7974,600,60,70,True
list_2216,object_6516,900,40,4,True
list_2216,object_7435,500,30,32,True
list_2216,object_3202,400,90,39,True
list_2216,object_4765,400,30,28,True
list_2216,object_1866,200,50,95,True
list_2216,object_9092,0,90,65,True
list_2216,object_1429,200,50,94,True
list_2216,object_8425,0,10,62,True
list_2216,object_7721,600,80,78,True
list_2216,object_6258,300,0,16,True
list_2216,object_2000,500,60,42,True
list_2216,object_3660,500,30,31,True
list_2216,object_2248,100,20,29,True
list_2216,object_5107,800,10,57,True
list_2216,object_6813,500,10,62,True
list_2216,object_8664,700,60,46,True
list_2216,object_7568,100,60,27,True
list_2216,object_8115,900,60,81,True
list_2216,object_5766,0,30,16,True
list_2216,object_3172,300,40,40,True
list_2216,object_4864,100,80,13,True
list_2216,object_4720,900,0,83,True
list_2216,object_2822,100,0,0,True
list_2216,object_8202,700,70,70,True
list_2216,object_1058,900,40,98,True
list_2216,object_4593,300,60,60,True
list_2216,object_3250,700,80,98,True
list_2216,object_4211,800,30,13,True
list_2216,object_5100,300,10,73,True
list_2216,object_4878,500,80,34,True
list_2538,object_6516,900,40,4,True
list_2538,object_4490,600,10,36,True
list_2538,object_9092,0,90,65,True
list_2538,object_9733,100,80,45,True
list_2538,object_3967,800,0,6,True
list_2538,object_1058,900,40,98,True
list_2538,object_4593,300,60,60,True
list_2538,object_2248,100,20,29,True
list_2538,object_8115,900,60,81,True
list_2538,object_6258,300,0,16,True
list_2538,object_6813,500,10,62,True
list_2538,object_7568,100,60,27,True
list_2538,object_4864,100,80,13,True
list_2538,object_2000,500,60,42,True
list_2538,object_4765,400,30,28,True
list_2538,object_1429,200,50,94,True
list_2538,object_8664,700,60,46,True
list_2538,object_8981,500,30,91,True
list_2538,object_1930,300,50,63,True
list_2538,object_3172,300,40,40,True
list_2538,object_7974,600,60,70,True
list_2538,object_1866,200,50,95,True
list_2635,object_4864,100,80,13,True
list_2635,object_3967,800,0,6,True
list_2635,object_8664,700,60,46,True
list_2635,object_4593,300,60,60,True
list_2635,object_8981,500,30,91,True
list_2635,object_2000,500,60,42,True
list_2635,object_6516,900,40,4,True
list_2635,object_2248,100,20,29,True
list_2635,object_1866,200,50,95,True
list_2635,object_8115,900,60,81,True
list_2635,object_9092,0,90,65,True
list_2635,object_7974,600,60,70,True
list_2635,object_4765,400,30,28,True
list_2635,object_6813,500,10,62,True
list_2635,object_3172,300,40,40,True
list_2635,object_1429,200,50,94,True
list_2635,object_7568,100,60,27,True
list_2693,object_9733,100,80,45,True
list_2693,object_9092,0,90,65,True
list_2693,object_2248,100,20,29,True
list_2693,object_1058,900,40,98,True
list_2693,object_8981,500,30,91,True
list_2693,object_1866,200,50,95,True
list_2693,object_8664,700,60,46,True
list_2693,object_1930,300,50,63,True
list_2693,object_6813,500,10,62,True
list_2693,object_8115,900,60,81,True
list_2693,object_1429,200,50,94,True
list_2693,object_2000,500,60,42,True
list_2693,object_7721,600,80,78,True
list_2693,object_3172,300,40,40,True
list_2693,object_4765,400,30,28,True
list_2693,object_6258,300,0,16,True
list_2693,object_4864,100,80,13,True
list_2693,object_7568,100,60,27,True
list_2693,object_3660,500,30,31,True
list_2693,object_7974,600,60,70,True
list_2693,object_6516,900,40,4,True
list_2693,object_7435,500,30,32,True
list_2693,object_3967,800,0,6,True
list_2693,object_4490,600,10,36,True
list_2693,object_4593,300,60,60,True
list_2760,object_4593,300,60,60,True
list_2760,object_8115,900,60,81,True
list_2760,object_4765,400,30,28,True
list_2760,object_8664,700,60,46,True
list_2760,object_1429,200,50,94,True
list_2760,object_8981,500,30,91,True
list_2760,object_7568,100,60,27,True
list_2760,object_7974,600,60,70,True
list_2760,object_4864,100,80,13,True
list_2760,object_2000,500,60,42,True
list_2760,object_2248,100,20,29,True
list_2760,object_6516,900,40,4,True
list_2760,object_3172,300,40,40,True
list_2760,object_1058,900,40,98,True
list_2760,object_3967,800,0,6,True
list_2760,object_6813,500,10,62,True
list_2760,object_9092,0,90,65,True
list_2760,object_1866,200,50,95,True
list_2863,object_8664,700,60,46,True
list_2863,object_6813,500,10,62,True
list_2863,object_6258,300,0,16,True
list_2863,object_3172,300,40,40,True
list_2863,object_8115,900,60,81,True
list_2863,object_5107,800,10,57,True
list_2863,object_2000,500,60,42,True
list_2863,object_8425,0,10,62,True
list_2863,object_7568,100,60,27,True
list_2863,object_7974,600,60,70,True
list_2863,object_9733,100,80,45,True
list_2863,object_4864,100,80,13,True
list_2863,object_1866,200,50,95,True
list_2863,object_7435,500,30,32,True
list_2863,object_6516,900,40,4,True
list_2863,object_1930,300,50,63,True
list_2863,object_4765,400,30,28,True
list_2863,object_9092,0,90,65,True
list_2863,object_8981,500,30,91,True
list_2863,object_7721,600,80,78,True
list_2863,object_3967,800,0,6,True
list_2863,object_1058,900,40,98,True
list_2863,object_1429,200,50,94,True
list_2863,object_2248,100,20,29,True
list_2863,object_4490,600,10,36,True
list_2863,object_4720,900,0,83,True
list_2863,object_3660,500,30,31,True
list_2863,object_4593,300,60,60,True
list_3277,object_2248,100,20,29,True
list_3277,object_7721,600,80,78,True
list_3277,object_4490,600,10,36,True
list_3277,object_1930,300,50,63,True
list_3277,object_7435,500,30,32,True
list_3277,object_8425,0,10,62,True
list_3277,object_4720,900,0,83,True
list_3277,object_9733,100,80,45,True
list_3277,object_1429,200,50,94,True
list_3277,object_3660,500,30,31,True
list_3277,object_2000,500,60,42,True
list_3277,object_3172,300,40,40,True
list_3277,object_8981,500,30,91,True
list_3277,object_1866,200,50,95,True
list_3277,object_7974,600,60,70,True
list_3277,object_7568,100,60,27,True
list_3277,object_4864,100,80,13,True
list_3277,object_9092,0,90,65,True
list_3277,object_8664,700,60,46,True
list_3277,object_3967,800,0,6,True
list_3277,object_4765,400,30,28,True
list_3277,object_6516,900,40,4,True
list_3277,object_6258,300,0,16,True
list_3277,object_4593,300,60,60,True
list_3277,object_5107,800,10,57,True
list_3277,object_8115,900,60,81,True
list_3277,object_6813,500,10,62,True
list_3277,object_1058,900,40,98,True
list_3424,object_2248,100,20,29,True
list_3424,object_8664,700,60,46,True
list_3424,object_2000,500,60,42,True
list_3424,object_3660,500,30,31,True
list_3424,object_3172,300,40,40,True
list_3424,object_6813,500,10,62,True
list_3424,object_8981,500,30,91,True
list_3424,object_4765,400,30,28,True
list_3424,object_7435,500,30,32,True
list_3424,object_8115,900,60,81,True
